
Illuminate,Natural Cure,Analytic,,
Soundproof,Filter,Technician,,
Swarm,Technician,Steadfast,,
Oblivious,Forewarn,Dry Skin,,
Static,Static,Vital Spirit,,
Flame Body,Flame Body,Vital Spirit,,
Hyper Cutter,Mold Breaker,Moxie,,
Intimidate,Anger Point,Sheer Force,,
Swift Swim,Swift Swim,Rattled,,
Intimidate,Intimidate,Moxie,,
Water Absorb,Shell Armor,Hydration,,
Limber,Limber,Imposter,,
Run Away,Adaptability,Anticipation,,
Water Absorb,Water Absorb,Hydration,,
Volt Absorb,Volt Absorb,Quick Feet,,
Flash Fire,Flash Fire,Guts,,
Trace,Download,Analytic,,
Swift Swim,Shell Armor,Weak Armor,,
Swift Swim,Shell Armor,Weak Armor,,
Swift Swim,Battle Armor,Weak Armor,,
Swift Swim,Battle Armor,Weak Armor,,
Rock Head,Pressure,Unnerve,,
Immunity,Thick Fat,Gluttony,,
Pressure,Pressure,Snow Cloak,,
Pressure,Pressure,Static,,
Pressure,Pressure,Flame Body,,
Shed Skin,Shed Skin,Marvel Scale,,
Shed Skin,Shed Skin,Marvel Scale,,
Inner Focus,Inner Focus,Multiscale,,
Pressure,Pressure,Unnerve,,
Synchronize,Synchronize,Synchronize,,
Overgrow,Overgrow,Leaf Guard,,
Overgrow,Overgrow,Leaf Guard,,
Overgrow,Overgrow,Leaf Guard,,
Blaze,Blaze,Flash Fire,,
Blaze,Blaze,Flash Fire,,
Blaze,Blaze,Flash Fire,,
Torrent,Torrent,Sheer Force,,
Torrent,Torrent,Sheer Force,,
Torrent,Torrent,Sheer Force,,
Run Away,Keen Eye,Frisk,,
Run Away,Keen Eye,Frisk,,
Insomnia,Keen Eye,Tinted Lens,,
Insomnia,Keen Eye,Tinted Lens,,
Swarm,Early Bird,Rattled,,
Swarm,Early Bird,Iron Fist,,
Swarm,Insomnia,Sniper,,
Swarm,Insomnia,Sniper,,
Inner Focus,Inner Focus,Infiltrator,,
Volt Absorb,Illuminate,Water Absorb,,
Volt Absorb,Illuminate,Water Absorb,,
Static,Static,Lightning Rod,,
Cute Charm,Magic Guard,Friend Guard,,
Cute Charm,Competitive,Friend Guard,,
Hustle,Serene Grace,Super Luck,,
Hustle,Serene Grace,Super Luck,,
Synchronize,Early Bird,Magic Bounce,,
Synchronize,Early Bird,Magic Bounce,,
Static,Static,Plus,,
Static,Static,Plus,,
Static,Static,Plus,,
Chlorophyll,Chlorophyll,Healer,,
Thick Fat,Huge Power,Sap Sipper,,
Thick Fat,Huge Power,Sap Sipper,,
Sturdy,Rock Head,Rattled,,
Water Absorb,Damp,Drizzle,,
Chlorophyll,Leaf Guard,Infiltrator,,
Chlorophyll,Leaf Guard,Infiltrator,,
Chlorophyll,Leaf Guard,Infiltrator,,
Run Away,Pickup,Skill Link,,
Chlorophyll,Solar Power,Early Bird,,
Chlorophyll,Solar Power,Early Bird,,
Speed Boost,Compound Eyes,Frisk,,
Damp,Water Absorb,Unaware,,
Damp,Water Absorb,Unaware,,
Synchronize,Synchronize,Magic Bounce,,
Synchronize,Synchronize,Inner Focus,,
Insomnia,Super Luck,Prankster,,
Oblivious,Own Tempo,Regenerator,,
Levitate,Levitate,Levitate,,
Levitate,Levitate,Levitate,,
Shadow Tag,Shadow Tag,Telepathy,,
Inner Focus,Early Bird,Sap Sipper,,
Sturdy,Sturdy,Overcoat,,
Sturdy,Sturdy,Overcoat,,
Serene Grace,Run Away,Rattled,,
Hyper Cutter,Sand Veil,Immunity,,
Rock Head,Sturdy,Sheer Force,,
Intimidate,Run Away,Rattled,,
Intimidate,Quick Feet,Rattled,,
Poison Point,Swift Swim,Intimidate,,
Swarm,Technician,Light Metal,,
Sturdy,Gluttony,Contrary,,
Swarm,Guts,Moxie,,
Inner Focus,Keen Eye,Pickpocket,,
Pickup,Quick Feet,Honey Gather,,
Guts,Quick Feet,Unnerve,,
Magma Armor,Flame Body,Weak Armor,,
Magma Armor,Flame Body,Weak Armor,,
Oblivious,Snow Cloak,Thick Fat,,
Oblivious,Snow Cloak,Thick Fat,,
Hustle,Natural Cure,Regenerator,,
Hustle,Sniper,Moody,,
Suction Cups,Sniper,Moody,,
Vital Spirit,Hustle,Insomnia,,
Swift Swim,Water Absorb,Water Veil,,
Keen Eye,Sturdy,Weak Armor,,
Early Bird,Flash Fire,Unnerve,,
Early Bird,Flash Fire,Unnerve,,
Swift Swim,Sniper,Damp,,
Pickup,Pickup,Sand Veil,,
Sturdy,Sturdy,Sand Veil,,
Trace,Download,Analytic,,
Intimidate,Frisk,Sap Sipper,,
Own Tempo,Technician,Moody,,
Guts,Steadfast,Vital Spirit,,
Intimidate,Technician,Steadfast,,
Oblivious,Forewarn,Hydration,,
Static,Static,Vital Spirit,,
Flame Body,Flame Body,Vital Spirit,,
Thick Fat,Scrappy,Sap Sipper,,
Natural Cure,Serene Grace,Healer,,
Pressure,Pressure,Inner Focus,,
Pressure,Pressure,Inner Focus,,
Pressure,Pressure,Inner Focus,,
Guts,Guts,Sand Veil,,
Shed Skin,Shed Skin,Shed Skin,,
Sand Stream,Sand Stream,Unnerve,,
Pressure,Pressure,Multiscale,,
Pressure,Pressure,Regenerator,,
Natural Cure,Natural Cure,Natural Cure,,
Overgrow,Overgrow,Unburden,,
Overgrow,Overgrow,Unburden,,
Overgrow,Overgrow,Unburden,,
Blaze,Blaze,Speed Boost,,
Blaze,Blaze,Speed Boost,,
Blaze,Blaze,Speed Boost,,
Torrent,Torrent,Damp,,
Torrent,Torrent,Damp,,
Torrent,Torrent,Damp,,
Run Away,Quick Feet,Rattled,,
Intimidate,Quick Feet,Moxie,,
Pickup,Gluttony,Quick Feet,,
Pickup,Gluttony,Quick Feet,,
Shield Dust,Shield Dust,Run Away,,
Shed Skin,Shed Skin,Shed Skin,,
Swarm,Swarm,Rivalry,,
Shed Skin,Shed Skin,Shed Skin,,
Shield Dust,Shield Dust,Compound Eyes,,
Swift Swim,Rain Dish,Own Tempo,,
Swift Swim,Rain Dish,Own Tempo,,
Swift Swim,Rain Dish,Own Tempo,,
Chlorophyll,Early Bird,Pickpocket,,
Chlorophyll,Early Bird,Pickpocket,,
Chlorophyll,Early Bird,Pickpocket,,
Guts,Guts,Scrappy,,
Guts,Guts,Scrappy,,
Keen Eye,Hydration,Rain Dish,,
Keen Eye,Drizzle,Rain Dish,,
Synchronize,Trace,Telepathy,,
Synchronize,Trace,Telepathy,,
Synchronize,Trace,Telepathy,,
Swift Swim,Swift Swim,Rain Dish,,
Intimidate,Intimidate,Unnerve,,
Effect Spore,Poison Heal,Quick Feet,,
Effect Spore,Poison Heal,Technician,,
Truant,Truant,Truant,,
Vital Spirit,Vital Spirit,Vital Spirit,,
Truant,Truant,Truant,,
Compound Eyes,Compound Eyes,Run Away,,
Speed Boost,Speed Boost,Infiltrator,,
Wonder Guard,Wonder Guard,Wonder Guard,,
Soundproof,Soundproof,Rattled,,
Soundproof,Soundproof,Scrappy,,
Soundproof,Soundproof,Scrappy,,
Thick Fat,Guts,Sheer Force,,
Thick Fat,Guts,Sheer Force,,
Thick Fat,Huge Power,Sap Sipper,,
Sturdy,Magnet Pull,Sand Force,,
Cute Charm,Normalize,Wonder Skin,,
Cute Charm,Normalize,Wonder Skin,,
Keen Eye,Stall,Prankster,,
Hyper Cutter,Intimidate,Sheer Force,,
Sturdy,Rock Head,Heavy Metal,,
Sturdy,Rock Head,Heavy Metal,,
Sturdy,Rock Head,Heavy Metal,,
Pure Power,Pure Power,Telepathy,,
Pure Power,Pure Power,Telepathy,,
Static,Lightning Rod,Minus,,
Static,Lightning Rod,Minus,,
Plus,Plus,Lightning Rod,,
Minus,Minus,Volt Absorb,,
Illuminate,Swarm,Prankster,,
Oblivious,Tinted Lens,Prankster,,
Natural Cure,Poison Point,Leaf Guard,,
Liquid Ooze,Sticky Hold,Gluttony,,
Liquid Ooze,Sticky Hold,Gluttony,,
Rough Skin,Rough Skin,Speed Boost,,
Rough Skin,Rough Skin,Speed Boost,,
Water Veil,Oblivious,Pressure,,
Water Veil,Oblivious,Pressure,,
Oblivious,Simple,Own Tempo,,
Magma Armor,Solid Rock,Anger Point,,
White Smoke,Drought,Shell Armor,,
Thick Fat,Own Tempo,Gluttony,,
Thick Fat,Own Tempo,Gluttony,,
Own Tempo,Tangled Feet,Contrary,,
Hyper Cutter,Arena Trap,Sheer Force,,
Levitate,Levitate,Levitate,,
Levitate,Levitate,Levitate,,
Sand Veil,Sand Veil,Water Absorb,,
Sand Veil,Sand Veil,Water Absorb,,
Natural Cure,Natural Cure,Cloud Nine,,
Natural Cure,Natural Cure,Cloud Nine,,
Immunity,Immunity,Toxic Boost,,
Shed Skin,Shed Skin,Infiltrator,,
Levitate,Levitate,Levitate,,
Levitate,Levitate,Levitate,,
Oblivious,Anticipation,Hydration,,
Oblivious,Anticipation,Hydration,,
Hyper Cutter,Shell Armor,Adaptability,,
Hyper Cutter,Shell Armor,Adaptability,,
Levitate,Levitate,Levitate,,
Levitate,Levitate,Levitate,,
Suction Cups,Suction Cups,Storm Drain,,
Suction Cups,Suction Cups,Storm Drain,,
Battle Armor,Battle Armor,Swift Swim,,
Battle Armor,Battle Armor,Swift Swim,,
Swift Swim,Oblivious,Adaptability,,
Marvel Scale,Competitive,Cute Charm,,
Forecast,Forecast,Forecast,,
Color Change,Color Change,Protean,,
Insomnia,Frisk,Cursed Body,,
Insomnia,Frisk,Cursed Body,,
Levitate,Levitate,Frisk,,
Pressure,Pressure,Frisk,,
Chlorophyll,Solar Power,Harvest,,
Levitate,Levitate,Levitate,,
Pressure,Super Luck,Justified,,
Shadow Tag,Shadow Tag,Telepathy,,
Inner Focus,Ice Body,Moody,,
Inner Focus,Ice Body,Moody,,
Thick Fat,Ice Body,Oblivious,,
Thick Fat,Ice Body,Oblivious,,
Thick Fat,Ice Body,Oblivious,,
Shell Armor,Shell Armor,Rattled,,
Swift Swim,Swift Swim,Water Veil,,
Swift Swim,Swift Swim,Hydration,,
Swift Swim,Rock Head,Sturdy,,
Swift Swim,Swift Swim,Hydration,,
Rock Head,Rock Head,Sheer Force,,
Rock Head,Rock Head,Overcoat,,
Intimidate,Intimidate,Moxie,,
Clear Body,Clear Body,Light Metal,,
Clear Body,Clear Body,Light Metal,,
Clear Body,Clear Body,Light Metal,,
Clear Body,Clear Body,Sturdy,,
Clear Body,Clear Body,Ice Body,,
Clear Body,Clear Body,Light Metal,,
Levitate,Levitate,Levitate,,
Levitate,Levitate,Levitate,,
Drizzle,Drizzle,Drizzle,,
Drought,Drought,Drought,,
Air Lock,Air Lock,Air Lock,,
Serene Grace,Serene Grace,Serene Grace,,
Pressure,Pressure,Pressure,,
Overgrow,Overgrow,Shell Armor,,
Overgrow,Overgrow,Shell Armor,,
Overgrow,Overgrow,Shell Armor,,
Blaze,Blaze,Iron Fist,,
Blaze,Blaze,Iron Fist,,
Blaze,Blaze,Iron Fist,,
Torrent,Torrent,Defiant,,
Torrent,Torrent,Defiant,,
Torrent,Torrent,Defiant,,
Keen Eye,Keen Eye,Reckless,,
Intimidate,Intimidate,Reckless,,
Intimidate,Intimidate,Reckless,,
Simple,Unaware,Moody,,
Simple,Unaware,Moody,,
Shed Skin,Shed Skin,Run Away,,
Swarm,Swarm,Technician,,
Rivalry,Intimidate,Guts,,
Rivalry,Intimidate,Guts,,
Rivalry,Intimidate,Guts,,
Natural Cure,Poison Point,Leaf Guard,,
Natural Cure,Poison Point,Technician,,
Mold Breaker,Mold Breaker,Sheer Force,,
Mold Breaker,Mold Breaker,Sheer Force,,
Sturdy,Sturdy,Soundproof,,
Sturdy,Sturdy,Soundproof,,
Shed Skin,Shed Skin,Overcoat,,
Anticipation,Anticipation,Overcoat,,
Swarm,Swarm,Tinted Lens,,
Honey Gather,Honey Gather,Hustle,,
Pressure,Pressure,Unnerve,,
Run Away,Pickup,Volt Absorb,,
Swift Swim,Swift Swim,Water Veil,,
Swift Swim,Swift Swim,Water Veil,,
Chlorophyll,Chlorophyll,Chlorophyll,,
Flower Gift,Flower Gift,Flower Gift,,
Sticky Hold,Storm Drain,Sand Force,,
Sticky Hold,Storm Drain,Sand Force,,
Technician,Pickup,Skill Link,,
Aftermath,Unburden,Flare Boost,,
Aftermath,Unburden,Flare Boost,,
Run Away,Klutz,Limber,,
Cute Charm,Klutz,Limber,,
Levitate,Levitate,Levitate,,
Insomnia,Super Luck,Moxie,,
Limber,Own Tempo,Keen Eye,,
Thick Fat,Own Tempo,Defiant,,
Levitate,Levitate,Levitate,,
Stench,Aftermath,Keen Eye,,
Stench,Aftermath,Keen Eye,,
Levitate,Heatproof,Heavy Metal,,
Levitate,Heatproof,Heavy Metal,,
Sturdy,Rock Head,Rattled,,
Soundproof,Filter,Technician,,
Natural Cure,Serene Grace,Friend Guard,,
Keen Eye,Tangled Feet,Big Pecks,,
Pressure,Pressure,Infiltrator,,
Sand Veil,Sand Veil,Rough Skin,,
Sand Veil,Sand Veil,Rough Skin,,
Sand Veil,Sand Veil,Rough Skin,,
Pickup,Thick Fat,Gluttony,,
Steadfast,Inner Focus,Prankster,,
Steadfast,Inner Focus,Justified,,
Sand Stream,Sand Stream,Sand Force,,
Sand Stream,Sand Stream,Sand Force,,
Battle Armor,Sniper,Keen Eye,,
Battle Armor,Sniper,Keen Eye,,
Anticipation,Dry Skin,Poison Touch,,
Anticipation,Dry Skin,Poison Touch,,
Levitate,Levitate,Levitate,,
Swift Swim,Storm Drain,Water Veil,,
Swift Swim,Storm Drain,Water Veil,,
Swift Swim,Water Absorb,Water Veil,,
Snow Warning,Snow Warning,Soundproof,,
Snow Warning,Snow Warning,Soundproof,,
Pressure,Pressure,Pickpocket,,
Magnet Pull,Sturdy,Analytic,,
Own Tempo,Oblivious,Cloud Nine,,
Lightning Rod,Solid Rock,Reckless,,
Chlorophyll,Leaf Guard,Regenerator,,
Motor Drive,Motor Drive,Vital Spirit,,
Flame Body,Flame Body,Vital Spirit,,
Hustle,Serene Grace,Super Luck,,
Speed Boost,Tinted Lens,Frisk,,
Leaf Guard,Leaf Guard,Chlorophyll,,
Snow Cloak,Snow Cloak,Ice Body,,
Hyper Cutter,Sand Veil,Poison Heal,,
Oblivious,Snow Cloak,Thick Fat,,
Adaptability,Download,Analytic,,
Steadfast,Steadfast,Justified,,
Sturdy,Magnet Pull,Sand Force,,
Pressure,Pressure,Frisk,,
Snow Cloak,Snow Cloak,Cursed Body,,
Levitate,Levitate,Levitate,,
Levitate,Levitate,Levitate,,
Levitate,Levitate,Levitate,,
Levitate,Levitate,Levitate,,
Pressure,Pressure,Telepathy,,
Pressure,Pressure,Telepathy,,
Flash Fire,Flash Fire,Flame Body,,
Slow Start,Slow Start,Slow Start,,
Pressure,Pressure,Telepathy,,
Levitate,Levitate,Levitate,,
Hydration,Hydration,Hydration,,
Hydration,Hydration,Hydration,,
Bad Dreams,Bad Dreams,Bad Dreams,,
Natural Cure,Natural Cure,Natural Cure,,
Multitype,Multitype,Multitype,,
Victory Star,Victory Star,Victory Star,,
Overgrow,Overgrow,Contrary,,
Overgrow,Overgrow,Contrary,,
Overgrow,Overgrow,Contrary,,
Blaze,Blaze,Thick Fat,,
Blaze,Blaze,Thick Fat,,
Blaze,Blaze,Reckless,,
Torrent,Torrent,Shell Armor,,
Torrent,Torrent,Shell Armor,,
Torrent,Torrent,Shell Armor,,
Run Away,Keen Eye,Analytic,,
Illuminate,Keen Eye,Analytic,,
Vital Spirit,Pickup,Run Away,,
Intimidate,Sand Rush,Scrappy,,
Intimidate,Sand Rush,Scrappy,,
Limber,Unburden,Prankster,,
Limber,Unburden,Prankster,,
Gluttony,Gluttony,Overgrow,,
Gluttony,Gluttony,Overgrow,,
Gluttony,Gluttony,Blaze,,
Gluttony,Gluttony,Blaze,,
Gluttony,Gluttony,Torrent,,
Gluttony,Gluttony,Torrent,,
Forewarn,Synchronize,Telepathy,,
Forewarn,Synchronize,Telepathy,,
Big Pecks,Super Luck,Rivalry,,
Big Pecks,Super Luck,Rivalry,,
Big Pecks,Super Luck,Rivalry,,
Lightning Rod,Motor Drive,Sap Sipper,,
Lightning Rod,Motor Drive,Sap Sipper,,
Sturdy,Weak Armor,Sand Force,,
Sturdy,Weak Armor,Sand Force,,
Sturdy,Sand Stream,Sand Force,,
Unaware,Klutz,Simple,,
Unaware,Klutz,Simple,,
Sand Rush,Sand Force,Mold Breaker,,
Sand Rush,Sand Force,Mold Breaker,,
Healer,Regenerator,Klutz,,
Guts,Sheer Force,Iron Fist,,
Guts,Sheer Force,Iron Fist,,
Guts,Sheer Force,Iron Fist,,
Swift Swim,Hydration,Water Absorb,,
Swift Swim,Hydration,Water Absorb,,
Swift Swim,Poison Touch,Water Absorb,,
Guts,Inner Focus,Mold Breaker,,
Sturdy,Inner Focus,Mold Breaker,,
Swarm,Chlorophyll,Overcoat,,
Leaf Guard,Chlorophyll,Overcoat,,
Swarm,Chlorophyll,Overcoat,,
Poison Point,Swarm,Speed Boost,,
Poison Point,Swarm,Speed Boost,,
Poison Point,Swarm,Speed Boost,,
Prankster,Infiltrator,Chlorophyll,,
Prankster,Infiltrator,Chlorophyll,,
Chlorophyll,Own Tempo,Leaf Guard,,
Chlorophyll,Own Tempo,Leaf Guard,,
Reckless,Adaptability,Mold Breaker,,
Intimidate,Moxie,Anger Point,,
Intimidate,Moxie,Anger Point,,
Intimidate,Moxie,Anger Point,,
Hustle,Hustle,Inner Focus,,
Sheer Force,Sheer Force,Zen Mode,,
Water Absorb,Chlorophyll,Storm Drain,,
Sturdy,Shell Armor,Weak Armor,,
Sturdy,Shell Armor,Weak Armor,,
Shed Skin,Moxie,Intimidate,,
Shed Skin,Moxie,Intimidate,,
Wonder Skin,Magic Guard,Tinted Lens,,
Mummy,Mummy,Mummy,,
Mummy,Mummy,Mummy,,
Solid Rock,Sturdy,Swift Swim,,
Solid Rock,Sturdy,Swift Swim,,
Defeatist,Defeatist,Defeatist,,
Defeatist,Defeatist,Defeatist,,
Stench,Sticky Hold,Aftermath,,
Stench,Weak Armor,Aftermath,,
Illusion,Illusion,Illusion,,
Illusion,Illusion,Illusion,,
Cute Charm,Technician,Skill Link,,
Cute Charm,Technician,Skill Link,,
Frisk,Competitive,Shadow Tag,,
Frisk,Competitive,Shadow Tag,,
Frisk,Competitive,Shadow Tag,,
Overcoat,Magic Guard,Regenerator,,
Overcoat,Magic Guard,Regenerator,,
Overcoat,Magic Guard,Regenerator,,
Keen Eye,Big Pecks,Hydration,,
Keen Eye,Big Pecks,Hydration,,
Ice Body,Snow Cloak,Weak Armor,,
Ice Body,Snow Cloak,Weak Armor,,
Ice Body,Snow Warning,Weak Armor,,
Chlorophyll,Sap Sipper,Serene Grace,,
Chlorophyll,Sap Sipper,Serene Grace,,
Static,Static,Motor Drive,,
Swarm,Shed Skin,No Guard,,
Swarm,Shell Armor,Overcoat,,
Effect Spore,Effect Spore,Regenerator,,
Effect Spore,Effect Spore,Regenerator,,
Water Absorb,Cursed Body,Damp,,
Water Absorb,Cursed Body,Damp,,
Healer,Hydration,Regenerator,,
Compound Eyes,Unnerve,Swarm,,
Compound Eyes,Unnerve,Swarm,,
Iron Barbs,Iron Barbs,Iron Barbs,,
Iron Barbs,Iron Barbs,Anticipation,,
Plus,Minus,Clear Body,,
Plus,Minus,Clear Body,,
Plus,Minus,Clear Body,,
Levitate,Levitate,Levitate,,
Levitate,Levitate,Levitate,,
Levitate,Levitate,Levitate,,
Telepathy,Synchronize,Analytic,,
Telepathy,Synchronize,Analytic,,
Flash Fire,Flame Body,Infiltrator,,
Flash Fire,Flame Body,Infiltrator,,
Flash Fire,Flame Body,Infiltrator,,
Rivalry,Mold Breaker,Unnerve,,
Rivalry,Mold Breaker,Unnerve,,
Rivalry,Mold Breaker,Unnerve,,
Snow Cloak,Slush Rush,Rattled,,
Snow Cloak,Slush Rush,Swift Swim,,
Levitate,Levitate,Levitate,,
Hydration,Shell Armor,Overcoat,,
Hydration,Sticky Hold,Unburden,,
Static,Limber,Sand Veil,,
Inner Focus,Regenerator,Reckless,,
Inner Focus,Regenerator,Reckless,,
Rough Skin,Sheer Force,Mold Breaker,,
Iron Fist,Klutz,No Guard,,
Iron Fist,Klutz,No Guard,,
Defiant,Inner Focus,Pressure,,
Defiant,Inner Focus,Pressure,,
Reckless,Sap Sipper,Soundproof,,
Keen Eye,Sheer Force,Hustle,,
Keen Eye,Sheer Force,Defiant,,
Big Pecks,Overcoat,Weak Armor,,
Big Pecks,Overcoat,Weak Armor,,
Gluttony,Flash Fire,White Smoke,,
Swarm,Hustle,Truant,,
Hustle,Hustle,Hustle,,
Hustle,Hustle,Hustle,,
Levitate,Levitate,Levitate,,
Flame Body,Flame Body,Swarm,,
Flame Body,Flame Body,Swarm,,
Justified,Justified,Justified,,
Justified,Justified,Justified,,
Justified,Justified,Justified,,
Prankster,Prankster,Defiant,,
Prankster,Prankster,Defiant,,
Turboblaze,Turboblaze,Turboblaze,,
Teravolt,Teravolt,Teravolt,,
Sand Force,Sand Force,Sheer Force,,
Pressure,Pressure,Pressure,,
Justified,Justified,Justified,,
Serene Grace,Serene Grace,Serene Grace,,
Download,Download,Download,,
Overgrow,Overgrow,Bulletproof,,
Overgrow,Overgrow,Bulletproof,,
Overgrow,Overgrow,Bulletproof,,
Blaze,Blaze,Magician,,
Blaze,Blaze,Magician,,
Blaze,Blaze,Magician,,
Torrent,Torrent,Protean,,
Torrent,Torrent,Protean,,
Torrent,Torrent,Protean,,
Pickup,Cheek Pouch,Huge Power,,
Pickup,Cheek Pouch,Huge Power,,
Big Pecks,Big Pecks,Gale Wings,,
Flame Body,Flame Body,Gale Wings,,
Flame Body,Flame Body,Gale Wings,,
Shield Dust,Compound Eyes,Friend Guard,,
Shed Skin,Shed Skin,Friend Guard,,
Shield Dust,Compound Eyes,Friend Guard,,
Rivalry,Unnerve,Moxie,,
Rivalry,Unnerve,Moxie,,
Flower Veil,Flower Veil,Symbiosis,,
Flower Veil,Flower Veil,Symbiosis,,
Flower Veil,Flower Veil,Symbiosis,,
Sap Sipper,Sap Sipper,Grass Pelt,,
Sap Sipper,Sap Sipper,Grass Pelt,,
Iron Fist,Mold Breaker,Scrappy,,
Iron Fist,Mold Breaker,Scrappy,,
Fur Coat,Fur Coat,Fur Coat,,
Keen Eye,Infiltrator,Own Tempo,,
Keen Eye,Infiltrator,Prankster,,
No Guard,No Guard,No Guard,,
No Guard,No Guard,No Guard,,
Stance Change,Stance Change,Stance Change,,
Healer,Healer,Aroma Veil,,
Healer,Healer,Aroma Veil,,
Sweet Veil,Sweet Veil,Unburden,,
Sweet Veil,Sweet Veil,Unburden,,
Contrary,Suction Cups,Infiltrator,,
Contrary,Suction Cups,Infiltrator,,
Sniper,Tough Claws,Pickpocket,,
Sniper,Tough Claws,Pickpocket,,
